# -------------------------------------------------
# 
# Thou invoked Nightfall, and it answered thy plea.
# 
#   Thy Name is Pierre Maxted, 
#     and thy time is Wed Sep 21 16:46:17 2016
# 
# -------------------------------------------------
# 
# System Parameters (elliptic orbit):
# 
#   <Eccentricity>     0.150  (dimensionless)
#   <Omega>          120.000  (degree)
#   <Inclination>     80.000  (degree)
#   <Mass Ratio>       2.000  (dimensionless)
#   <Lagrange One>     0.429  (dimensionless)
# 
# -------------------------------------------------
# 
# Model used:
# 
#   <Flux>                  Blackbody
#   <Fractional visibility> On
#   <Limb darkening>        square root
#   <Detailed reflection>   0
# 
# -------------------------------------------------
# 
# System Size (absolute units):
# 
#   <Period>        2.223e+07  (seconds)
#   <Total Mass>    3.978e+30  (kilogramm)
#   <Distance>      1.492e+11  (meter)
#   <Lagrange One>  5.444e+10  (meter)
# 
#   <Period>         257.248  (days)
#   <Total Mass>       2.000  (solar mass)
#   <Distance>       214.372  (solar radius)
#   <Lagrange One>    78.216  (solar radius)
# 
# -------------------------------------------------
# 
# Component Parameters:
#                    Primary  Secondary
#   <Max Velocity>    28.009     14.004   (km/sec)
# 
#   <Mass>             0.333      0.667   (dimensionless)
#   <Gravity>         28.808   17457.877   (dimensionless)
#   <Polar Radius>     0.166      0.007   (dimensionless)
#   <Point Radius>  0.171532   0.006876   (dimensionless)
#   <Mean Radius>   0.166822   0.007043   (dimensionless)
#   <Volume>        0.019922   0.000001   (dimensionless)
# 
#   <Mass>          1.33e+30   2.65e+30   (kilogramm)
#   <Gravity>          0.114     69.386   (m kg/s^2)
#   <Polar Radius>  2.48e+10   1.03e+09   (meter)
#   <Point Radius>  2.56e+10   1.03e+09   (meter)
#   <Mean Radius>   2.49e+10   1.05e+09   (meter)
#   <Volume>        6.62e+31   4.86e+27   (cubic meter)
# 
#   <Mass>             0.667      1.333   (solar mass)
#   <Polar Radius>    35.602      1.474   (solar radius)
#   <Point Radius>    36.772      1.474   (solar radius)
#   <Mean Radius>     35.762      1.510   (solar radius)
#   <Volume>        196266.087     14.414   (solar volumes)
# 
#   <Mean Temp.>     20000.0     3143.2   (Kelvin)
# 
# -------------------------------------------------
# 
#                    Primary  Secondary
#   <Fill Factor>      0.650      0.020   (dimensionless)
#   <Temperature>    20000.0     2000.0   (Kelvin)
#   <Asynchronicity>   1.000      1.000   (dimensionless)
#   <Albedo>           1.000      0.500   (dimensionless)
#   <Grav. Dark.>      0.250      0.055   (dimensionless)
# 
# -------------------------------------------------
# 
#   <Surface Potential Primary>        7.4376   (dimensionless)
#   <Lagrange 1 Potential>             5.2517   (dimensionless)
#   <Lagrange 2 Potential>             4.6545   (dimensionless)
#   <Surface Potential Secondary>    132.6283   (dimensionless)
#   <... in Primary frame>           264.7566   (dimensionless)
#   <Secondary eclipse begin>      --no eclipse--
#   <Secondary totality begin>     --no totality--
#   <Primary eclipse begin>        383541.8886   (minutes +/- 185.22)
#   <Primary eclipse end>          392802.8315   (minutes +/- 185.22)
#   <Primary totality begin>       --no totality--
# 
# -------------------------------------------------
# 
# <Luminosities>:
#   Band   0:     1.11261e+16      2.9362e+09
#   Band   1:     6.53464e+15     5.47377e+09
#   Band   2:     3.26964e+15     7.81269e+09
#   Band   3:     2.21767e+15      9.4264e+09
#   Band   4:       9.921e+14     9.76215e+09
#   Band   5:     1.96132e+14     6.61895e+09
#   Band   6:     7.47083e+13     3.91668e+09
#   Band   7:     2.33177e+13     1.87599e+09
#   Band   8:     1.15003e+16     2.06441e+09
#   Band   9:     7.34898e+15     4.10376e+09
#   Band  10:     5.07946e+15     5.08681e+09
#   Band  11:     3.15066e+15     7.37099e+09
# 
# -------------------------------------------------
# 
# Spots  (if any)
# 
# 
# -------------------------------------------------
# 
# Fit Results  (if any)
# 
# 
# -------------------------------------------------
# 
# <Normalization> at <Phase> was:
#   Band   0:     1.11287e+16        0.737375
#   Band   1:       6.536e+15        0.737375
#   Band   2:     3.27024e+15        0.737375
#   Band   3:     2.21806e+15        0.737375
#   Band   4:     9.92262e+14        0.737375
#   Band   5:     1.96164e+14        0.737375
#   Band   6:     7.47215e+13        0.737375
#   Band   7:     2.33223e+13        0.737375
#   Band   8:      1.1503e+16        0.737375
#   Band   9:     7.35055e+15        0.737375
#   Band  10:     5.08047e+15        0.737375
#   Band  11:     3.15123e+15        0.737375
# 
# -------------------------------------------------
# 
# SEQ  PHASE  U       B       V       R       I       J       H       K       u       v       b       y     RV(Primary) RV(Secondary) 
# 
     0 -0.2626 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000      -30.12       15.23
   672  0.4094  0.009799  0.009354  0.008791  0.008505  0.008122  0.007676  0.007497  0.007361  0.009853  0.009500  0.009168  0.008785       21.94      -11.21
   673  0.4104  0.009978  0.009526  0.008950  0.008657  0.008266  0.007810  0.007626  0.007487  0.010033  0.009675  0.009336  0.008945       21.84      -11.17
   674  0.4114  0.010159  0.009700  0.009112  0.008812  0.008412  0.007946  0.007758  0.007615  0.010216  0.009853  0.009507  0.009107       21.75      -11.12
   675  0.4124  0.010347  0.009880  0.009279  0.008973  0.008565  0.008088  0.007896  0.007750  0.010405  0.010036  0.009683  0.009274       21.65      -11.07
   676  0.4134  0.010544  0.010069  0.009457  0.009144  0.008728  0.008242  0.008046  0.007898  0.010604  0.010228  0.009869  0.009452       21.55      -11.02
   677  0.4144  0.010741  0.010257  0.009633  0.009313  0.008889  0.008393  0.008193  0.008041  0.010801  0.010420  0.010053  0.009628       21.45      -10.97
   678  0.4154  0.010944  0.010452  0.009816  0.009490  0.009057  0.008551  0.008347  0.008193  0.011006  0.010618  0.010244  0.009811       21.35      -10.92
   679  0.4164  0.011154  0.010653  0.010006  0.009674  0.009233  0.008718  0.008510  0.008354  0.011218  0.010823  0.010442  0.010001       21.25      -10.87
   680  0.4174  0.011364  0.010854  0.010194  0.009856  0.009407  0.008882  0.008670  0.008510  0.011429  0.011027  0.010639  0.010190       21.15      -10.82
   681  0.4184  0.011565  0.011047  0.010373  0.010027  0.009567  0.009031  0.008814  0.008651  0.011631  0.011224  0.010828  0.010369       21.04      -10.77
   682  0.4194  0.011768  0.011242  0.010554  0.010199  0.009730  0.009181  0.008959  0.008792  0.011836  0.011423  0.011019  0.010549       20.94      -10.72
   683  0.4204  0.011979  0.011444  0.010742  0.010380  0.009901  0.009341  0.009114  0.008943  0.012048  0.011629  0.011217  0.010738       20.83      -10.67
   684  0.4214  0.012199  0.011655  0.010940  0.010570  0.010082  0.009511  0.009279  0.009105  0.012270  0.011843  0.011424  0.010935       20.72      -10.61
   685  0.4224  0.012420  0.011867  0.011138  0.010760  0.010262  0.009681  0.009444  0.009267  0.012492  0.012059  0.011632  0.011133       20.61      -10.56
   686  0.4234  0.012645  0.012083  0.011340  0.010956  0.010448  0.009856  0.009615  0.009434  0.012719  0.012279  0.011844  0.011336        20.5      -10.51
   687  0.4244  0.012871  0.012299  0.011543  0.011150  0.010633  0.010029  0.009783  0.009599  0.012946  0.012499  0.012056  0.011538       20.39      -10.45
   688  0.4254  0.013095  0.012515  0.011743  0.011342  0.010814  0.010198  0.009947  0.009759  0.013172  0.012718  0.012267  0.011739       20.28      -10.39
   689  0.4264  0.013325  0.012735  0.011948  0.011538  0.011000  0.010371  0.010115  0.009923  0.013403  0.012943  0.012483  0.011944       20.16      -10.34
   690  0.4274  0.013553  0.012954  0.012152  0.011733  0.011184  0.010542  0.010281  0.010085  0.013634  0.013166  0.012698  0.012148       20.05      -10.28
   691  0.4284  0.013784  0.013175  0.012357  0.011930  0.011369  0.010714  0.010447  0.010247  0.013866  0.013392  0.012914  0.012353       19.93      -10.22
   692  0.4294  0.014027  0.013408  0.012575  0.012139  0.011568  0.010901  0.010629  0.010425  0.014111  0.013629  0.013143  0.012571       19.81      -10.16
   693  0.4304  0.014277  0.013648  0.012800  0.012357  0.011776  0.011098  0.010821  0.010614  0.014363  0.013873  0.013378  0.012797        19.7      -10.11
   694  0.4314  0.014522  0.013882  0.013019  0.012567  0.011975  0.011284  0.011001  0.010790  0.014609  0.014111  0.013608  0.013015       19.58      -10.05
   695  0.4324  0.014768  0.014118  0.013239  0.012778  0.012175  0.011471  0.011183  0.010968  0.014858  0.014352  0.013840  0.013236       19.45      -9.985
   696  0.4334  0.015019  0.014358  0.013463  0.012993  0.012378  0.011661  0.011367  0.011148  0.015110  0.014597  0.014075  0.013460       19.33      -9.924
   697  0.4344  0.015262  0.014592  0.013679  0.013199  0.012571  0.011839  0.011538  0.011315  0.015355  0.014835  0.014304  0.013676       19.21      -9.862
   698  0.4354  0.015511  0.014831  0.013900  0.013410  0.012771  0.012024  0.011717  0.011489  0.015606  0.015079  0.014538  0.013897       19.08        -9.8
   699  0.4364  0.015770  0.015078  0.014131  0.013632  0.012980  0.012220  0.011908  0.011676  0.015866  0.015331  0.014781  0.014129       18.95      -9.737
   700  0.4374  0.016036  0.015333  0.014370  0.013862  0.013199  0.012425  0.012108  0.011871  0.016134  0.015591  0.015031  0.014367       18.83      -9.674
   701  0.4384  0.016304  0.015591  0.014611  0.014094  0.013420  0.012633  0.012309  0.012070  0.016405  0.015853  0.015284  0.014609        18.7       -9.61
   702  0.4394  0.016572  0.015847  0.014850  0.014324  0.013638  0.012837  0.012508  0.012264  0.016675  0.016114  0.015535  0.014848       18.57      -9.545
   703  0.4404  0.016832  0.016097  0.015081  0.014544  0.013845  0.013029  0.012693  0.012444  0.016937  0.016369  0.015779  0.015079       18.44       -9.48
   704  0.4414  0.017092  0.016346  0.015311  0.014762  0.014049  0.013217  0.012874  0.012620  0.017199  0.016623  0.016023  0.015309        18.3      -9.413
   705  0.4424  0.017359  0.016602  0.015548  0.014989  0.014263  0.013415  0.013065  0.012806  0.017468  0.016885  0.016274  0.015547       18.17      -9.347
   706  0.4434  0.017634  0.016866  0.015794  0.015224  0.014485  0.013622  0.013266  0.013003  0.017745  0.017154  0.016532  0.015792       18.03      -9.279
   707  0.4444  0.017911  0.017130  0.016040  0.015460  0.014708  0.013830  0.013468  0.013200  0.018024  0.017424  0.016792  0.016039        17.9      -9.211
   708  0.4454  0.018196  0.017404  0.016296  0.015706  0.014942  0.014049  0.013681  0.013409  0.018311  0.017702  0.017060  0.016295       17.76      -9.143
   709  0.4464  0.018484  0.017680  0.016554  0.015954  0.015177  0.014271  0.013896  0.013619  0.018602  0.017983  0.017331  0.016553       17.62      -9.073
   710  0.4474  0.018764  0.017948  0.016802  0.016192  0.015401  0.014478  0.014097  0.013815  0.018884  0.018257  0.017594  0.016802       17.48      -9.004
   711  0.4484  0.019043  0.018216  0.017050  0.016428  0.015623  0.014683  0.014294  0.014007  0.019165  0.018531  0.017856  0.017050       17.34      -8.933
   712  0.4494  0.019329  0.018490  0.017304  0.016671  0.015851  0.014895  0.014499  0.014208  0.019453  0.018810  0.018124  0.017304        17.2      -8.862
   713  0.4504  0.019620  0.018769  0.017564  0.016920  0.016087  0.015115  0.014712  0.014416  0.019747  0.019095  0.018398  0.017564       17.05       -8.79
   714  0.4514  0.019912  0.019048  0.017823  0.017168  0.016321  0.015333  0.014923  0.014621  0.020041  0.019380  0.018672  0.017824       16.91      -8.717
   715  0.4524  0.020211  0.019335  0.018091  0.017424  0.016564  0.015560  0.015144  0.014838  0.020342  0.019672  0.018953  0.018091       16.76      -8.644
   716  0.4534  0.020515  0.019626  0.018363  0.017686  0.016812  0.015793  0.015370  0.015060  0.020649  0.019968  0.019238  0.018363       16.61       -8.57
   717  0.4544  0.020813  0.019912  0.018628  0.017940  0.017052  0.016016  0.015586  0.015270  0.020949  0.020260  0.019518  0.018629       16.46      -8.496
   718  0.4554  0.021102  0.020189  0.018884  0.018182  0.017278  0.016225  0.015787  0.015465  0.021241  0.020543  0.019790  0.018885       16.31      -8.421
   719  0.4564  0.021397  0.020472  0.019145  0.018432  0.017513  0.016441  0.015995  0.015668  0.021539  0.020832  0.020067  0.019147       16.16      -8.345
   720  0.4574  0.021698  0.020760  0.019413  0.018687  0.017753  0.016664  0.016211  0.015878  0.021842  0.021127  0.020349  0.019414       16.01      -8.268
   721  0.4584  0.022009  0.021058  0.019690  0.018953  0.018005  0.016900  0.016440  0.016103  0.022155  0.021430  0.020641  0.019692       15.85      -8.191
   722  0.4594  0.022318  0.021354  0.019965  0.019216  0.018253  0.017131  0.016664  0.016321  0.022466  0.021732  0.020931  0.019967        15.7      -8.113
   723  0.4604  0.022628  0.021651  0.020241  0.019481  0.018504  0.017364  0.016890  0.016542  0.022780  0.022035  0.021223  0.020244       15.54      -8.035
   724  0.4614  0.022939  0.021949  0.020518  0.019746  0.018754  0.017597  0.017115  0.016762  0.023093  0.022339  0.021515  0.020521       15.39      -7.956
   725  0.4624  0.023240  0.022238  0.020784  0.019998  0.018989  0.017814  0.017323  0.016964  0.023397  0.022634  0.021797  0.020787       15.23      -7.876
   726  0.4634  0.023542  0.022527  0.021050  0.020251  0.019226  0.018031  0.017532  0.017167  0.023701  0.022930  0.022080  0.021054       15.07      -7.796
   727  0.4644  0.023853  0.022825  0.021326  0.020514  0.019473  0.018260  0.017753  0.017383  0.024014  0.023234  0.022372  0.021330       14.91      -7.715
   728  0.4654  0.024174  0.023132  0.021612  0.020789  0.019733  0.018503  0.017989  0.017613  0.024338  0.023548  0.022674  0.021617       14.74      -7.633
   729  0.4664  0.024501  0.023446  0.021905  0.021070  0.020000  0.018753  0.018232  0.017852  0.024669  0.023867  0.022981  0.021909       14.58      -7.551
   730  0.4674  0.024823  0.023754  0.022191  0.021344  0.020259  0.018994  0.018466  0.018080  0.024993  0.024181  0.023283  0.022196       14.42      -7.468
   731  0.4684  0.025140  0.024057  0.022473  0.021613  0.020512  0.019229  0.018693  0.018302  0.025313  0.024492  0.023581  0.022478       14.25      -7.384
   732  0.4694  0.025444  0.024348  0.022739  0.021865  0.020746  0.019443  0.018898  0.018500  0.025619  0.024790  0.023865  0.022745       14.08      -7.299
   733  0.4704  0.025760  0.024651  0.023019  0.022132  0.020997  0.019674  0.019121  0.018717  0.025937  0.025099  0.024162  0.023025       13.92      -7.214
   734  0.4714  0.026081  0.024959  0.023304  0.022404  0.021253  0.019912  0.019350  0.018941  0.026261  0.025413  0.024463  0.023310       13.75      -7.129
   735  0.4724  0.026398  0.025262  0.023585  0.022671  0.021504  0.020144  0.019574  0.019159  0.026581  0.025723  0.024760  0.023591       13.58      -7.042
   736  0.4734  0.026727  0.025578  0.023879  0.022952  0.021770  0.020392  0.019815  0.019395  0.026914  0.026045  0.025070  0.023885        13.4      -6.955
   737  0.4744  0.027057  0.025894  0.024173  0.023234  0.022037  0.020642  0.020057  0.019631  0.027247  0.026368  0.025380  0.024180       13.23      -6.867
   738  0.4754  0.027381  0.026204  0.024460  0.023508  0.022294  0.020880  0.020288  0.019857  0.027573  0.026684  0.025683  0.024467       13.06      -6.779
   739  0.4764  0.027688  0.026498  0.024729  0.023763  0.022530  0.021095  0.020493  0.020055  0.027882  0.026985  0.025971  0.024736       12.88      -6.689
   740  0.4774  0.028004  0.026800  0.025008  0.024027  0.022778  0.021323  0.020712  0.020268  0.028201  0.027295  0.026267  0.025015       12.71      -6.599
   741  0.4784  0.028327  0.027110  0.025294  0.024301  0.023035  0.021561  0.020942  0.020493  0.028527  0.027611  0.026570  0.025302       12.53      -6.509
   742  0.4794  0.028657  0.027426  0.025588  0.024581  0.023300  0.021808  0.021181  0.020726  0.028860  0.027933  0.026880  0.025596       12.35      -6.417
   743  0.4804  0.028986  0.027742  0.025881  0.024862  0.023565  0.022054  0.021420  0.020959  0.029193  0.028255  0.027189  0.025889       12.17      -6.325
   744  0.4814  0.029315  0.028056  0.026172  0.025140  0.023827  0.022299  0.021657  0.021190  0.029524  0.028576  0.027497  0.026181       11.99      -6.233
   745  0.4824  0.029639  0.028366  0.026459  0.025414  0.024085  0.022538  0.021887  0.021415  0.029851  0.028893  0.027801  0.026469       11.81      -6.139
   746  0.4834  0.029949  0.028664  0.026732  0.025672  0.024325  0.022757  0.022097  0.021619  0.030164  0.029198  0.028092  0.026742       11.62      -6.045
   747  0.4844  0.030263  0.028964  0.027008  0.025934  0.024570  0.022981  0.022313  0.021828  0.030481  0.029505  0.028386  0.027019       11.44       -5.95
   748  0.4854  0.030583  0.029271  0.027291  0.026204  0.024823  0.023215  0.022538  0.022047  0.030804  0.029819  0.028686  0.027302       11.26      -5.854
   749  0.4864  0.030910  0.029583  0.027581  0.026480  0.025083  0.023457  0.022772  0.022276  0.031133  0.030138  0.028992  0.027592       11.07      -5.758
   750  0.4874  0.031242  0.029901  0.027877  0.026764  0.025352  0.023708  0.023016  0.022515  0.031469  0.030462  0.029304  0.027889       10.88      -5.661
   751  0.4884  0.031567  0.030213  0.028166  0.027041  0.025612  0.023950  0.023250  0.022743  0.031797  0.030780  0.029609  0.028178       10.69      -5.563
   752  0.4894  0.031884  0.030516  0.028446  0.027307  0.025862  0.024180  0.023472  0.022959  0.032117  0.031090  0.029907  0.028458        10.5      -5.464
   753  0.4904  0.032185  0.030804  0.028709  0.027554  0.026091  0.024388  0.023670  0.023151  0.032420  0.031386  0.030188  0.028721       10.31      -5.365
   754  0.4914  0.032495  0.031101  0.028982  0.027813  0.026333  0.024610  0.023883  0.023358  0.032733  0.031690  0.030478  0.028995       10.12      -5.265
   755  0.4924  0.032811  0.031403  0.029261  0.028079  0.026582  0.024840  0.024106  0.023574  0.033052  0.031998  0.030774  0.029274       9.929      -5.164
   756  0.4934  0.033130  0.031709  0.029544  0.028349  0.026836  0.025076  0.024333  0.023797  0.033374  0.032310  0.031073  0.029557       9.735      -5.062
   757  0.4944  0.033453  0.032018  0.029831  0.028624  0.027096  0.025318  0.024568  0.024026  0.033700  0.032626  0.031376  0.029845       9.541       -4.96
   758  0.4954  0.033771  0.032323  0.030114  0.028894  0.027351  0.025555  0.024798  0.024250  0.034021  0.032937  0.031675  0.030128       9.345      -4.856
   759  0.4964  0.034074  0.032612  0.030380  0.029146  0.027586  0.025771  0.025004  0.024451  0.034327  0.033233  0.031959  0.030394       9.148      -4.753
   760  0.4974  0.034365  0.032891  0.030634  0.029386  0.027808  0.025971  0.025196  0.024636  0.034620  0.033519  0.032231  0.030649       8.951      -4.648
   761  0.4984  0.034664  0.033177  0.030897  0.029635  0.028040  0.026185  0.025401  0.024835  0.034922  0.033812  0.032511  0.030912       8.752      -4.542
   762  0.4994  0.034970  0.033471  0.031168  0.029893  0.028283  0.026409  0.025617  0.025046  0.035232  0.034112  0.032798  0.031184       8.553      -4.436
   763  0.5004  0.035282  0.033769  0.031445  0.030159  0.028534  0.026643  0.025844  0.025267  0.035547  0.034417  0.033091  0.031461       8.352      -4.329
   764  0.5014  0.035590  0.034063  0.031718  0.030419  0.028779  0.026871  0.026064  0.025483  0.035857  0.034717  0.033379  0.031734        8.15      -4.222
   765  0.5024  0.035895  0.034356  0.031989  0.030679  0.029024  0.027099  0.026285  0.025698  0.036165  0.035016  0.033666  0.032006       7.948      -4.113
   766  0.5034  0.036180  0.034628  0.032239  0.030914  0.029243  0.027298  0.026476  0.025884  0.036453  0.035295  0.033932  0.032256       7.745      -4.005
   767  0.5044  0.036455  0.034891  0.032478  0.031139  0.029450  0.027486  0.026655  0.026056  0.036730  0.035565  0.034189  0.032496        7.54      -3.895
   768  0.5054  0.036741  0.035165  0.032730  0.031379  0.029674  0.027692  0.026853  0.026249  0.037019  0.035845  0.034458  0.032748       7.335      -3.785
   769  0.5064  0.037029  0.035441  0.032985  0.031621  0.029902  0.027902  0.027055  0.026446  0.037310  0.036127  0.034728  0.033003       7.129      -3.674
   770  0.5074  0.037322  0.035721  0.033245  0.031870  0.030136  0.028120  0.027266  0.026652  0.037606  0.036413  0.035002  0.033263       6.922      -3.563
   771  0.5084  0.037618  0.036004  0.033508  0.032122  0.030374  0.028343  0.027482  0.026863  0.037904  0.036702  0.035280  0.033527       6.714      -3.452
   772  0.5094  0.037901  0.036276  0.033760  0.032362  0.030600  0.028552  0.027685  0.027061  0.038191  0.036980  0.035546  0.033779       6.506       -3.34
   773  0.5104  0.038163  0.036526  0.033988  0.032577  0.030799  0.028733  0.027857  0.027228  0.038454  0.037236  0.035790  0.034007       6.296      -3.228
   774  0.5114  0.038418  0.036770  0.034210  0.032785  0.030992  0.028907  0.028023  0.027387  0.038712  0.037486  0.036028  0.034230       6.086      -3.116
   775  0.5124  0.038680  0.037021  0.034440  0.033004  0.031196  0.029093  0.028202  0.027562  0.038976  0.037743  0.036274  0.034460       5.874      -3.003
   776  0.5134  0.038945  0.037275  0.034674  0.033226  0.031404  0.029286  0.028388  0.027742  0.039244  0.038003  0.036522  0.034695       5.662       -2.89
   777  0.5144  0.039216  0.037534  0.034915  0.033458  0.031623  0.029490  0.028586  0.027936  0.039518  0.038268  0.036777  0.034936       5.449      -2.777
   778  0.5154  0.039483  0.037789  0.035152  0.033684  0.031837  0.029689  0.028779  0.028125  0.039787  0.038528  0.037027  0.035173       5.236      -2.664
   779  0.5164  0.039742  0.038038  0.035383  0.033904  0.032044  0.029882  0.028965  0.028307  0.040049  0.038782  0.037270  0.035404       5.021      -2.552
   780  0.5174  0.039982  0.038267  0.035592  0.034102  0.032228  0.030050  0.029126  0.028462  0.040291  0.039017  0.037494  0.035614       4.806      -2.439
   781  0.5184  0.040206  0.038482  0.035786  0.034284  0.032395  0.030199  0.029267  0.028599  0.040518  0.039237  0.037704  0.035809        4.59      -2.326
   782  0.5194  0.040438  0.038703  0.035989  0.034476  0.032573  0.030361  0.029423  0.028749  0.040751  0.039464  0.037920  0.036012       4.374      -2.214
   783  0.5204  0.040672  0.038927  0.036195  0.034671  0.032756  0.030530  0.029585  0.028907  0.040988  0.039694  0.038140  0.036218       4.156      -2.101
   784  0.5214  0.040909  0.039154  0.036406  0.034872  0.032945  0.030706  0.029755  0.029073  0.041227  0.039925  0.038362  0.036429       3.938      -1.989
   785  0.5224  0.041146  0.039381  0.036617  0.035075  0.033137  0.030884  0.029928  0.029243  0.041467  0.040157  0.038585  0.036640       3.719      -1.876
   786  0.5234  0.041378  0.039603  0.036823  0.035272  0.033324  0.031059  0.030098  0.029409  0.041701  0.040383  0.038802  0.036847         3.5      -1.764
   787  0.5244  0.041595  0.039811  0.037015  0.035455  0.033495  0.031217  0.030250  0.029557  0.041920  0.040596  0.039006  0.037039        3.28      -1.652
   788  0.5254  0.041793  0.040000  0.037187  0.035616  0.033644  0.031351  0.030378  0.029680  0.042120  0.040790  0.039190  0.037211       3.059       -1.54
   789  0.5264  0.041981  0.040180  0.037349  0.035768  0.033783  0.031476  0.030496  0.029794  0.042310  0.040975  0.039366  0.037374       2.837      -1.428
   790  0.5274  0.042174  0.040365  0.037519  0.035928  0.033932  0.031612  0.030626  0.029920  0.042505  0.041165  0.039547  0.037544       2.615      -1.316
   791  0.5284  0.042368  0.040550  0.037690  0.036091  0.034084  0.031751  0.030760  0.030050  0.042701  0.041355  0.039729  0.037715       2.393      -1.203
   792  0.5294  0.042563  0.040737  0.037862  0.036255  0.034239  0.031896  0.030900  0.030186  0.042897  0.041545  0.039911  0.037888        2.17      -1.091
   793  0.5304  0.042756  0.040922  0.038034  0.036420  0.034395  0.032041  0.031041  0.030325  0.043093  0.041733  0.040093  0.038060       1.946     -0.9785
   794  0.5314  0.042944  0.041102  0.038202  0.036581  0.034547  0.032184  0.031180  0.030461  0.043283  0.041917  0.040269  0.038228       1.721     -0.8658
   795  0.5324  0.043124  0.041274  0.038362  0.036734  0.034692  0.032319  0.031311  0.030589  0.043464  0.042093  0.040438  0.038388       1.496      -0.753
   796  0.5334  0.043291  0.041434  0.038510  0.036875  0.034824  0.032441  0.031428  0.030703  0.043633  0.042256  0.040594  0.038536       1.271     -0.6401
   797  0.5344  0.043440  0.041576  0.038639  0.036996  0.034935  0.032541  0.031523  0.030795  0.043783  0.042402  0.040733  0.038665       1.045     -0.5269
   798  0.5354  0.043577  0.041708  0.038757  0.037107  0.035036  0.032631  0.031608  0.030876  0.043922  0.042538  0.040862  0.038784      0.8186     -0.4135
   799  0.5364  0.043736  0.041860  0.038899  0.037243  0.035165  0.032751  0.031725  0.030990  0.044082  0.042693  0.041011  0.038926      0.5916     -0.2998
   800  0.5374  0.044141  0.042255  0.039298  0.037648  0.035576  0.033169  0.032147  0.031416  0.044489  0.043086  0.041405  0.039324      0.3633     -0.1858
   801  0.5384  0.044761  0.042864  0.039917  0.038277  0.036215  0.033819  0.032805  0.032078  0.045109  0.043691  0.042013  0.039941       0.134     -0.0716
   802  0.5394  0.045347  0.043442  0.040499  0.038865  0.036808  0.034418  0.033408  0.032683  0.045695  0.044266  0.042589  0.040521    -0.09536     0.04286
   803  0.5404  0.045754  0.043843  0.040894  0.039257  0.037196  0.034801  0.033789  0.033063  0.046101  0.044669  0.042988  0.040916     -0.3244      0.1575
   804  0.5414  0.046005  0.044092  0.041128  0.039481  0.037408  0.035000  0.033981  0.033249  0.046352  0.044922  0.043233  0.041151     -0.5532      0.2724
   805  0.5424  0.046239  0.044322  0.041347  0.039693  0.037612  0.035194  0.034170  0.033435  0.046586  0.045156  0.043461  0.041371     -0.7823      0.3875
   806  0.5434  0.046433  0.044513  0.041528  0.039867  0.037778  0.035350  0.034322  0.033584  0.046781  0.045350  0.043650  0.041552      -1.012      0.5027
   807  0.5444  0.046532  0.044608  0.041613  0.039946  0.037850  0.035414  0.034381  0.033640  0.046881  0.045448  0.043743  0.041638      -1.241      0.6182
   808  0.5454  0.046661  0.044735  0.041731  0.040059  0.037956  0.035513  0.034477  0.033733  0.047011  0.045577  0.043867  0.041756      -1.471      0.7337
   809  0.5464  0.046628  0.044699  0.041686  0.040007  0.037897  0.035445  0.034405  0.033659  0.046979  0.045545  0.043830  0.041711      -1.701      0.8494
   810  0.5474  0.046606  0.044674  0.041653  0.039969  0.037853  0.035394  0.034351  0.033603  0.046958  0.045522  0.043804  0.041679      -1.931      0.9653
   811  0.5484  0.046743  0.044809  0.041784  0.040098  0.037980  0.035518  0.034474  0.033724  0.047096  0.045658  0.043937  0.041810      -2.162       1.081
   812  0.5494  0.046790  0.044853  0.041824  0.040135  0.038014  0.035548  0.034502  0.033752  0.047143  0.045703  0.043980  0.041850      -2.393       1.197
   813  0.5504  0.046933  0.044994  0.041964  0.040276  0.038154  0.035688  0.034643  0.033892  0.047286  0.045844  0.044120  0.041989      -2.624       1.314
   814  0.5514  0.047080  0.045139  0.042110  0.040424  0.038303  0.035839  0.034795  0.034045  0.047433  0.045988  0.044264  0.042135      -2.855        1.43
   815  0.5524  0.047030  0.045087  0.042057  0.040370  0.038249  0.035784  0.034740  0.033990  0.047383  0.045936  0.044212  0.042082      -3.087       1.546
   816  0.5534  0.047010  0.045065  0.042036  0.040350  0.038230  0.035766  0.034722  0.033973  0.047364  0.045915  0.044190  0.042061      -3.319       1.663
   817  0.5544  0.046851  0.044905  0.041876  0.040189  0.038069  0.035605  0.034561  0.033811  0.047205  0.045755  0.044030  0.041900      -3.551       1.779
   818  0.5554  0.046883  0.044934  0.041913  0.040233  0.038120  0.035664  0.034625  0.033879  0.047238  0.045781  0.044060  0.041937      -3.783       1.896
   819  0.5564  0.046786  0.044835  0.041820  0.040146  0.038039  0.035590  0.034555  0.033813  0.047142  0.045680  0.043962  0.041843      -4.015       2.013
   820  0.5574  0.046530  0.044580  0.041563  0.039888  0.037779  0.035329  0.034292  0.033548  0.046887  0.045425  0.043706  0.041587      -4.248        2.13
   821  0.5584  0.045918  0.043972  0.040939  0.039248  0.037125  0.034657  0.033612  0.032863  0.046276  0.044824  0.043097  0.040964      -4.483       2.246
   822  0.5594  0.045542  0.043602  0.040555  0.038854  0.036719  0.034237  0.033184  0.032428  0.045901  0.044458  0.042726  0.040582      -4.717       2.363
